,FEN
36665,3r1rk1pp3ppp2p1bn24n38P3P2P1PBNKPP1R1B4R
36666,5rk1pp1r1ppp2p1bn24n38P3P2P1PBNKPP1R1B4R
36667,5rk1pp1r1ppp2p1bn24n38PP2P2P2BNKPP1R1B4R
36668,3r2k1pp1r1ppp2p1bn24n38PP2P2P2BNKPP1R1B4R
36669,3r2k1pp1r1ppp2p1bn24n38PP2P2P2BNKPP1R1BR4
36670,3r2k1pp1r1ppp2p1bn288PP1nP2P2BNKPP1R1BR4
36671,3r2k1pp1r1ppp2p1bn288PP1BP2P3NKPP1R1BR4
36672,3r2k1pp3ppp2p1bn288PP1rP2P3NKPP1R1BR4
36673,3r2k1pp3ppp2p1bn288PP1rP2P1B1NKPP1R2R4
36674,3r2k1pp1r1ppp2p1bn288PP2P2P1B1NKPP1R2R4
36675,3r2k1pp1r1ppp2p1bB288PP2P2P3NKPP1R2R4
36676,3r2k1pp1r1p1p2p1bp288PP2P2P3NKPP1R2R4
36677,3r2k1pp1r1p1p2p1bp281P6P3P2P3NKPP1R2R4
36678,3r2k1pp1r1p1p2p2p25b21P6P3P2P3NKPP1R2R4
36679,3r2k1pp1r1p1p2p2p25b21P6PN2P2P4KPP1R2R4
36680,3r2k1pp1r1p1p2p2p281P6PN1bP2P4KPP1R2R4
36681,3r2k1pp1r1p1p2p2p281P6PN1bP2P5PP1R2RK3
36682,3r2k1p2r1p1p1pp2p281P6PN1bP2P5PP1R2RK3
36683,3r2k1p2r1p1p1pp2p281P6PN1bP2P5PP12RRK3
36684,3r2k1p2r1p1p1pp2p281P2b3PN2P2P5PP12RRK3
36685,3r2k1p2r1p1p1pp2p281P2b3PN2PP1P6P12RRK3
36686,3r2k1p4p1p1pp2p281P2b3PN2PP1P6P12RrK3
36687,3r2k1p4p1p1pp2p281P2b3PN2PP1P6P13RK3
36688,6k1p4p1p1pp2p281P2b3PN2PP1P6P13rK3
36689,6k1p4p1p1pp2p281P2b3PN2PP1P6P13K4
36690,6k1p4p1p1pp2p23b41P6PN2PP1P6P13K4
36691,6k1p4p1p1pp2p23b41P1N4P3PP1P6P13K4
36692,6k1p4p1p1p3p22pb41P1N4P3PP1P6P13K4
36693,6k1p4p1p1p3p22Pb43N4P3PP1P6P13K4
36694,6k1p4p1p5p22pb43N4P3PP1P6P13K4
36695,6k1p4p1p5p21Npb48P3PP1P6P13K4
36696,6k15p1pp4p21Npb48P3PP1P6P13K4
36697,6k12N2p1pp4p22pb48P3PP1P6P13K4
36698,6k12N2p1pp4p22p52b5P3PP1P6P13K4
36699,4N1k15p1pp4p22p52b5P3PP1P6P13K4
36700,4N1k15p1pp72p2p22b5P3PP1P6P13K4
36701,4N1k15p1pp72p2p22b4PP3PP26P13K4
36702,4Nk25p1pp72p2p22b4PP3PP26P13K4
36703,5k25p1pp2N42p2p22b4PP3PP26P13K4
36704,5k25p1pp2N42p2p27PP3PP26P13K1b2
36705,5k25p1pp2N42p2p27PP3PPP183K1b2
36706,84kp1pp2N42p2p27PP3PPP183K1b2
36707,84kp1pp72p2N27PP3PPP183K1b2
36708,85p1pp3k32p2N27PP3PPP183K1b2
36709,85p1pp3k32p2N24P2PP4PP183K1b2
36710,85p1pp72p1kN24P2PP4PP183K1b2
36711,85p1pp72p1kN24P2PP4PP13K45b2
36712,rn1qk2rpp3ppp2pbpnb182BP1N26N1PPP2PPPR1BQ1RK1
36713,rn1qk2rpp3ppp2pbp1b13n42BP1N26N1PPP2PPPR1BQ1RK1
36714,rn1qk2rpp3ppp2pbp1b13n3N2BP1N28PPP2PPPR1BQ1RK1
36715,rn1q1rk1pp3ppp2pbp1b13n3N2BP1N28PPP2PPPR1BQ1RK1
36716,rn1q1rk1pp3ppp2pbp1b13n3N3P1N21B6PPP2PPPR1BQ1RK1
36717,r2q1rk1pp1n1ppp2pbp1b13n3N3P1N21B6PPP2PPPR1BQ1RK1
36718,r2q1rk1pp1n1ppp2pbp1N13n3N3P41B6PPP2PPPR1BQ1RK1
36719,r2q1rk1pp1n1pp12pbp1p13n3N3P41B6PPP2PPPR1BQ1RK1
36720,r2q1rk1pp1n1pp12pbp1p13n43P41B4N1PPP2PPPR1BQ1RK1
36721,r4rk1pp1n1pp12pbp1p13n43P3q1B4N1PPP2PPPR1BQ1RK1
36722,r4rk1pp1n1pp12pbp1p13n43P3q1B1Q2N1PPP2PPPR1B2RK1
36723,3r1rk1pp1n1pp12pbp1p13n43P3q1B1Q2N1PPP2PPPR1B2RK1
36724,3r1rk1pp1n1pp12pbp1p13n43P3q1B1Q2N1PPP2PPPR1B1R1K1
36725,3r1rk1pp3pp12pbpnp13n43P3q1B1Q2N1PPP2PPPR1B1R1K1
36726,3r1rk1pp3pp12pbpnp13n43P3q1B1Q2NPPPP2PP1R1B1R1K1
36727,3r1rk1pp3pp12p1pnp13n43P1b1q1B1Q2NPPPP2PP1R1B1R1K1
36728,3r1rk1pp3pp12p1pnp13n43P1b1q1BPQ2NPPP3PP1R1B1R1K1
36729,3r1rk1p4pp11pp1pnp13n43P1b1q1BPQ2NPPP3PP1R1B1R1K1
36730,3r1rk1p4pp11pp1pnp13n43P1b1q1BP2QNPPP3PP1R1B1R1K1
36731,3r1rk1p4pp11pp1pnp13n43P3q1BP2QNPPP3PP1R1b1R1K1
36732,3r1rk1p4pp11pp1pnp13n43P3q1BP2QNPPP3PP12R1R1K1
36733,3r1rk1p4pp11pp1pnp13n43P1q21BP2QNPPP3PP12R1R1K1
36734,3r1rk1p4pp11pp1pnp13n43P1q21BP3NPPP2QPP12R1R1K1
36735,3r1rk1p4pp11p2pnp12pn43P1q21BP3NPPP2QPP12R1R1K1
36736,3r1rk1p4pp11p2pnp12pn43P1q21BP3NPPP2QPP13RR1K1
36737,3r1rk1p1q2pp11p2pnp12pn43P41BP3NPPP2QPP13RR1K1
36738,3r1rk1p1q2pp11p2pnp12Pn481BP3NPPP2QPP13RR1K1
36739,3r1rk1p1q2pp14pnp12pn481BP3NPPP2QPP13RR1K1
36740,3r1rk1p1q2pp14pnp12pn44N31BP4PPP2QPP13RR1K1
36741,3r1rk1p1q2pp14p1p12pn44n31BP4PPP2QPP13RR1K1
36742,3r1rk1p1q2pp14p1p12pn44Q31BP4PPP3PP13RR1K1
36743,3r1rk1p1q2pp14pnp12p54Q31BP4PPP3PP13RR1K1
36744,3r1rk1p1q2pp14pnp12p581BP4PPP2QPP13RR1K1
36745,5rk1p1q2pp14pnp12p581BP4PPP2QPP13rR1K1
36746,5rk1p1q2pp14pnp12p581BP4PPP2QPP13R2K1
36747,3r2k1p1q2pp14pnp12p581BP4PPP2QPP13R2K1
36748,3R2k1p1q2pp14pnp12p581BP4PPP2QPP16K1
36749,3q2k1p4pp14pnp12p581BP4PPP2QPP16K1
36750,3q2k1p4pp14pnp12p52B52P4PPP2QPP16K1
36751,1q4k1p4pp14pnp12p52B52P4PPP2QPP16K1
36752,1q4k1p4pp14pnp12p52B52P4PPP1Q1PP16K1
36753,6k1p1q2pp14pnp12p52B52P4PPP1Q1PP16K1
36754,6k1p1q2pp14pnp12p582P4PPP1Q1PP15BK1
36755,5k2p1q2pp14pnp12p582P4PPP1Q1PP15BK1
36756,5k2p1q2pp14pnp12p51P62P4PP2Q1PP15BK1
36757,5k2p1q2pp14pnp181p62P4PP2Q1PP15BK1
36758,5k2p1q2pp14pnp181P67PP2Q1PP15BK1
36759,5k2p1q2pp14p1p13n41P67PP2Q1PP15BK1
36760,5k2p1q2pp14p1p13n41P6P6P3Q1PP15BK1
36761,5k2p4pp14p1p13n41P6P1q4P3Q1PP15BK1
36762,5k2p4pp14p1p13n2Q11P6P1q4P5PP15BK1
36763,5k2p4pp14pqp13n2Q11P6P6P5PP15BK1
36764,5k2p4pp14pqp13n41P6P5QP5PP15BK1
36765,5k2p4pp14p1p13n41P3q2P5QP5PP15BK1
36766,5k2p4pp14p1p13n41P3q2P2Q3P5PP15BK1
36767,5k2p4pp14p1p13n41P6P2Q3P5PP12q2BK1
36768,5k2p4pp14p1p13n4PP63Q3P5PP12q2BK1
36769,6k1p4pp14p1p13n4PP63Q3P5PP12q2BK1
36770,6k1p4pp14p1p1P2n41P63Q3P5PP12q2BK1
36771,6k1p4pp14p1p1P2n41P63Q3P5PP14qBK1
36772,6k1p4pp14p1p1P2n41P1Q47P5PP14qBK1
36773,6k15pp1p3p1p1P2n41P1Q47P5PP14qBK1
36774,6k15pp1p3p1p1PP1n43Q47P5PP14qBK1
36775,6k15pp14p1p1Pp1n43Q47P5PP14qBK1
36776,6k15pp1P3p1p11p1n43Q47P5PP14qBK1
36777,6k15pp1P3p1p1qp1n43Q47P5PP15BK1
36778,6k1P4pp14p1p1qp1n43Q47P5PP15BK1
36779,6k1P4pp14p1p1q2n41p1Q47P5PP15BK1
36780,6k1P4pp14p1p1q2n41pBQ47P5PP16K1
36781,6k1P5p14ppp1q2n41pBQ47P5PP16K1
36782,6k1P5p14ppp1qB1n41p1Q47P5PP16K1
36783,6k1P5p14ppp1qB1n43Q41p5P5PP16K1
36784,6k1P5p14ppp1qB1n4Q71p5P5PP16K1
36785,r1bq1rk1ppp2ppp2nbpn281PBP4P1N1PN25PPPR1BQK2R
36786,r1bq1rk1ppp2ppp2nb1n24p31PBP4P1N1PN25PPPR1BQK2R
36787,r1bq1rk1ppp2ppp2nb1n24p31PBP4P1N1PN21B3PPPR2QK2R
36788,r2q1rk1ppp2ppp2nb1n24p31PBP2b1P1N1PN21B3PPPR2QK2R
36789,r2q1rk1ppp2ppp2nb1n23Pp31PB3b1P1N1PN21B3PPPR2QK2R
36790,r2q1rk1ppp1nppp3b1n23Pp31PB3b1P1N1PN21B3PPPR2QK2R
36791,r2q1rk1ppp1nppp3b1n23Pp31PB3b1P1N1PN1P1B3PP1R2QK2R
36792,r2q1rk1pppbnppp3b1n23Pp31PB5P1N1PN1P1B3PP1R2QK2R
36793,r2q1rk1pppbnppp3b1n23Pp1N11PB5P1N1P2P1B3PP1R2QK2R
36794,r2q1rk1pppb1ppp3b1nn13Pp1N11PB5P1N1P2P1B3PP1R2QK2R
36795,r2q1rk1pppb1ppp3bNnn13Pp31PB5P1N1P2P1B3PP1R2QK2R
36796,r2q1rk1pppb2pp3bpnn13Pp31PB5P1N1P2P1B3PP1R2QK2R
36797,r2q1rk1pppb2pp3bPnn14p31PB5P1N1P2P1B3PP1R2QK2R
36798,r2q1r1kpppb2pp3bPnn14p31PB5P1N1P2P1B3PP1R2QK2R
36799,r2q1r1kpppP2pp3b1nn14p31PB5P1N1P2P1B3PP1R2QK2R
36800,r4r1kpppq2pp3b1nn14p31PB5P1N1P2P1B3PP1R2QK2R
36801,r4r1kpppq2pp3b1nn14p31PB5P1N1P2P1B3PP1R2Q1RK1
36802,r4r1kppp3pp3b1nn14pq21PB5P1N1P2P1B3PP1R2Q1RK1
36803,r4r1kppp3pp3b1nn13Npq21PB5P3P2P1B3PP1R2Q1RK1
36804,r4rnkppp3pp3b2n13Npq21PB5P3P2P1B3PP1R2Q1RK1
36805,r4rnkppp3pp3b2n13Npq21PB3Q1P3P2P1B3PP1R4RK1
36806,r4rnkppp3pp3b2n13Np31PB3Q1P3P2P1Bq2PP1R4RK1
36807,r4rnkppp3pp3b2n13Np31PB5P3P2P1Bq1QPP1R4RK1
36808,r4rnkppp3pp3b2n13Npq21PB5P3P2P1B2QPP1R4RK1
36809,r4rnkppp3pp3b2n13Npq21PB1P3P6P1B2QPP1R4RK1
36810,r4rnkpppq2pp3b2n13Np31PB1P3P6P1B2QPP1R4RK1
36811,r4rnkpppq2pp3b2n13Np31PB1P3P6P1B2QPP13R1RK1
36812,3r1rnkpppq2pp3b2n13Np31PB1P3P6P1B2QPP13R1RK1
36813,3r1rnkpppq2pp3b2n13Np31PB1P1Q1P6P1B3PP13R1RK1
36814,3rqrnkppp3pp3b2n13Np31PB1P1Q1P6P1B3PP13R1RK1
36815,3rqrnkppp3pp3b2n13Np31PB1P1Q1P5PP1B3P23R1RK1
36816,3rqr1kppp3pp3b2nn3Np31PB1P1Q1P5PP1B3P23R1RK1
36817,3rqr1kppp3pp3b2nn3Np2Q1PB1P3P5PP1B3P23R1RK1
36818,3rqrnkppp3pp3b2n13Np2Q1PB1P3P5PP1B3P23R1RK1
36819,3rqrnkppp3pp3b2n13Np31PB1P3P5PP1B2QP23R1RK1
36820,3rqrnkppp1n1pp3b43Np31PB1P3P5PP1B2QP23R1RK1
36821,3rqrnkppp1n1pp3b44p31PB1P3P3N1PP1B2QP23R1RK1
36822,3rqr1kppp1n1pp3b3n4p31PB1P3P3N1PP1B2QP23R1RK1
36823,3rqr1kppp1n1pp3b3n4p31PB1P1N1P5PP1B2QP23R1RK1
36824,3rqr1kppp1n1pp3b44p31PB1P1n1P5PP1B2QP23R1RK1
36825,3rqr1kppp1n1pp3b44p31PB1P1P1P5P11B2QP23R1RK1
36826,3rqr1kppp3pp2nb44p31PB1P1P1P5P11B2QP23R1RK1
36827,3rqr1kppp3pp2nb44p31PB1P1P1P5P11B2QPK13R1R2
36828,3rqr1kppp1b1pp2n54p31PB1P1P1P5P11B2QPK13R1R2
36829,3rqr1kppp1b1pp2n53Bp31P2P1P1P5P11B2QPK13R1R2
36830,3rqr1kppp1b1pp83Bp31P1nP1P1P5P11B2QPK13R1R2
36831,3rqr1kppp1b1pp83Bp31P1BP1P1P5P14QPK13R1R2
36832,3rqr1kppp1b1pp83B41P1pP1P1P5P14QPK13R1R2
36833,3rqr1kppp1b1pp881PBpP1P1P5P14QPK13R1R2
36834,3rqr1kpp2b1pp82p51PBpP1P1P5P14QPK13R1R2
36835,3rqr1kpp2b1pp81Pp52BpP1P1P5P14QPK13R1R2
36836,3rqr1kpp4pp5b21Pp52BpP1P1P5P14QPK13R1R2
36837,3rqr1kpp4pp5b21Pp52BpPPP1P5P14Q1K13R1R2
36838,3rqr1kpp4pp5b21Pp52B1PPP1P2p2P14Q1K13R1R2
36839,3rqr1kpp4pp5b21Pp52B1PPP1P2R2P14Q1K15R2
36840,4qr1kpp4pp5b21Pp52B1PPP1P2r2P14Q1K15R2
36841,4qr1kpp4pp5b21Pp54PPP1P2B2P14Q1K15R2
36842,4qr1kpp4pp81Pp53bPPP1P2B2P14Q1K15R2
36843,4qr1kpp4pp81Pp1P33b1PP1P2B2P14Q1K15R2
36844,4qr1kpp5p6p11Pp1P33b1PP1P2B2P14Q1K15R2
36845,4qr1kpp5p6p11Pp1P33b1PP1P2B2P14Q1K17R
36846,4qr2pp4kp6p11Pp1P33b1PP1P2B2P14Q1K17R
36847,4qr2pp4kp6p11Pp1P33bQPP1P2B2P16K17R
36848,4qr2p5kp1p4p11Pp1P33bQPP1P2B2P16K17R
36849,4qr2p5kp1p4p11Pp1P32BbQPP1P5P16K17R
36850,rnbqkbnrpp2pppp2p53pP33P48PPP2PPPRNBQKBNR
36851,rnbqkbnrpp2pppp82ppP33P48PPP2PPPRNBQKBNR
36852,rnbqkbnrpp2pppp82PpP388PPP2PPPRNBQKBNR
36853,rnbqkbnrpp3ppp4p32PpP388PPP2PPPRNBQKBNR
36854,rnbqkbnrpp3ppp4p32PpP382N5PPP2PPPR1BQKBNR
36855,r1bqkbnrpp3ppp2n1p32PpP382N5PPP2PPPR1BQKBNR
36856,r1bqkbnrpp3ppp2n1p32PpP35B22N5PPP2PPPR2QKBNR
36857,r1bqkb1rpp2nppp2n1p32PpP35B22N5PPP2PPPR2QKBNR
36858,r1bqkb1rpp2nppp2n1p32PpP35B22N2N2PPP2PPPR2QKB1R
36859,r1bqkb1rpp3ppp2n1p1n12PpP35B22N2N2PPP2PPPR2QKB1R
36860,r1bqkb1rpp3ppp2n1p1n12PpP382N1BN2PPP2PPPR2QKB1R
36861,r1bqkb1rpp3ppp2n1p32Ppn382N1BN2PPP2PPPR2QKB1R
36862,r1bqkb1rpp3ppp2n1p32PpN382N1B3PPP2PPPR2QKB1R
36863,r1bqkb1rpp3ppp4p32Ppn382N1B3PPP2PPPR2QKB1R
36864,r1bqkb1rpp3ppp4p32Ppn2Q82N1B3PPP2PPPR3KB1R
36865,r1bqkb1rpp3ppp2n1p32Pp3Q82N1B3PPP2PPPR3KB1R
36866,r1bqkb1rpp3ppp2n1p32Pp3Q82N1B3PPP2PPP2KR1B1R
36867,r1bqk2rpp2bppp2n1p32Pp3Q82N1B3PPP2PPP2KR1B1R
36868,r1bqk2rpp2bppp2n1p32Pp3Q5P22N1B3PPP3PP2KR1B1R
36869,r1bqk2rpp2bp1p2n1p1p12Pp3Q5P22N1B3PPP3PP2KR1B1R
36870,r1bqk2rpp2bp1p2n1p1pQ2Pp45P22N1B3PPP3PP2KR1B1R
36871,r1bqkb1rpp3p1p2n1p1pQ2Pp45P22N1B3PPP3PP2KR1B1R
36872,r1bqkb1rpp3p1p2n1p1p12Pp2Q15P22N1B3PPP3PP2KR1B1R
36873,r1b1kb1rpp3p1p2n1p1p12Pp2q15P22N1B3PPP3PP2KR1B1R
36874,r1b1kb1rpp3p1p2n1p1p12Pp2P182N1B3PPP3PP2KR1B1R
36875,r1b1kb1rpp3p22n1p1pp2Pp2P182N1B3PPP3PP2KR1B1R
36876,r1b1kb1rpp3p22n1p1pp2Pp2P1N74B3PPP3PP2KR1B1R
36877,r3kb1rpp1b1p22n1p1pp2Pp2P1N74B3PPP3PP2KR1B1R
36878,r3kb1rpp1b1p22n1p1pp2Pp2P1N4B28PPP3PP2KR1B1R
36879,r3kb1r1p1b1p2p1n1p1pp2Pp2P1N4B28PPP3PP2KR1B1R
36880,r3kb1r1p1b1p2pNn1p1pp2Pp2P15B28PPP3PP2KR1B1R
36881,3rkb1r1p1b1p2pNn1p1pp2Pp2P15B28PPP3PP2KR1B1R
36882,3rkb1r1pBb1p2pNn1p1pp2Pp2P188PPP3PP2KR1B1R
36883,3rkb1r1pBb1p2pNn1p1p12Pp2p188PPP3PP2KR1B1R
36884,3rkb1r1pBb1p2pNn1p1p12Pp2p12P58PP4PP2KR1B1R
36885,3rkb1r1pBb1p2pNn1p1p12P3p12Pp48PP4PP2KR1B1R
36886,3rkb1r1pBb1p2pNn1p1p12P3p11PPp48P5PP2KR1B1R
36887,3rk2r1pBb1pb1pNn1p1p12P3p11PPp48P5PP2KR1B1R
36888,3Bk2r1p1b1pb1pNn1p1p12P3p11PPp48P5PP2KR1B1R
36889,3k3r1p1b1pb1pNn1p1p12P3p11PPp48P5PP2KR1B1R
36890,3k3r1p1b1pb1pNn1p1p11PP3p12Pp48P5PP2KR1B1R
36891,1n1k3r1p1b1pb1pN2p1p11PP3p12Pp48P5PP2KR1B1R
36892,1n1k3r1p1b1pb1pN2p1p11PP3p12Pp48P3B1PP2KR3R
36893,1n1k3r1p1b2b1pN2p1p11PP2pp12Pp48P3B1PP2KR3R
36894,1n1k3r1p1b2b1pN2p1p11PP2pp12Pp45B2P5PP2KR3R
36895,1n1k3r1p1b2b11N2p1p11pP2pp12Pp45B2P5PP2KR3R
36896,1n1k3r1p1b2b11N2p1p11PP2pp13p45B2P5PP2KR3R
36897,1n1k3r1p4b11N2p1p11bP2pp13p45B2P5PP2KR3R
36898,1n1k3r1B4b11N2p1p11bP2pp13p48P5PP2KR3R
36899,1n5r1Bk3b11N2p1p11bP2pp13p48P5PP2KR3R
36900,1n5r1Bk3b11N2p1p11bP2pp1P2p486PP2KR3R
36901,1n5r1Bk3b11N2p1p12P2pp1b2p486PP2KR3R
36902,1n5r1Bk3b14p1p12P2pp1N2p486PP2KR3R
36903,1n5r1k4b14p1p12P2pp1N2p486PP2KR3R
36904,1n5r1k4b14p1p12P2pp1N2p483K2PP3R3R
36905,7r1k1n2b14p1p12P2pp1N2p483K2PP3R3R
36906,7r1k1n2b14p1p12P2pp1N2p483K2PP1R5R
36907,7r3n2b12k1p1p12P2pp1N2p483K2PP1R5R
36908,7r3n2b12k1p1p12P2pp1N2p483K2PP1RR5
36909,7r3n42k1p1p12P1bpp1N2p483K2PP1RR5
36910,7r3n42k1p1p12P1bpp1N2p43K46PP1RR5
36911,r73n42k1p1p12P1bpp1N2p43K46PP1RR5
36912,r73n41Rk1p1p12P1bpp1N2p43K46PP2R5
36913,r781nk1p1p12P1bpp1N2p43K46PP2R5
36914,r781Pk1p1p14bpp1N2p43K46PP2R5
36915,r73k41P2p1p14bpp1N2p43K46PP2R5
36916,r73k41P2p1p12N1bpp13p43K46PP2R5
36917,r74k31P2p1p12N1bpp13p43K46PP2R5
36918,r74k31P2p1p12N1bpp13p43K46PP4R3
36919,84k31P2p1p12N1bpp13p4r2K46PP4R3
36920,84k31P2p1p12N1bpp12Kp4r76PP4R3
36921,84k31P2p1p12N1bpp12Kp42r56PP4R3
36922,84k31P2p1p11KN1bpp13p42r56PP4R3
36923,84k31P2p1p11KN1bpp13p44r36PP4R3
36924,84k31P2p1p11KN1bpp13p44r36PPR7
36925,84k31P2p1p11KN2pp13p44r36PbR7
36926,8R3k31P2p1p11KN2pp13p44r36Pb8
36927,4k3R71P2p1p11KN2pp13p44r36Pb8
36928,r2q1rk1ppp2ppp2nb1n24P31PB3b1P1N1PN21B3PPPR2QK2R
36929,r2q1rk1ppp2ppp3b1n24n31PB3b1P1N1PN21B3PPPR2QK2R
36930,r2q1rk1ppp2ppp3b1n24n31P4b1P1N1PN21B2BPPPR2QK2R
36931,r4rk1ppp1qppp3b1n24n31P4b1P1N1PN21B2BPPPR2QK2R
36932,r4rk1ppp1qppp3b1n21N2n31P4b1P3PN21B2BPPPR2QK2R
36933,r2r2k1ppp1qppp3b1n21N2n31P4b1P3PN21B2BPPPR2QK2R
36934,r2r2k1ppp1qppp3b1n21N2n31P4b1P3PN21BQ1BPPPR3K2R
36935,r2r2k11pp1qpppp2b1n21N2n31P4b1P3PN21BQ1BPPPR3K2R
36936,r2r2k11pp1qpppp2N1n24n31P4b1P3PN21BQ1BPPPR3K2R
36937,r2r2k11p2qpppp2p1n24n31P4b1P3PN21BQ1BPPPR3K2R
36938,r2r2k11p2qpppp2p1n24n31P4b1P3PN21B2BPPPR2QK2R
36939,2rr2k11p2qpppp2p1n24n31P4b1P3PN21B2BPPPR2QK2R
36940,2rr2k11p2qpppp2p1n24n31P4b1P3PN21B2BPPPR2Q1RK1
36941,2rr2k11p2qpppp2p44n31P2n1b1P3PN21B2BPPPR2Q1RK1
36942,2rr2k11p2qpppp2p44n31P1Nn1b1P3P31B2BPPPR2Q1RK1
36943,2rr2k11p2qpppp2p44n31P1Nn3P3P31B2bPPPR2Q1RK1
36944,2rr2k11p2qpppp2p44n31P1Nn3P3P31B2QPPPR4RK1
36945,2rr2k11p2qpppp2p481PnNn3P3P31B2QPPPR4RK1
36946,2rr2k11p2qpppp2p481PnNn3P3P31B2QPPP2R2RK1
36947,2rr2k11p2qpppp73p41PnNn3P3P31B2QPPP2R2RK1
36948,2rr2k11p2qpppp73p41PnNn1Q1P3P31B3PPP2R2RK1
36949,2rr2k11p1q1pppp73p41PnNn1Q1P3P31B3PPP2R2RK1
36950,2rr2k11p1Q1pppp73p41PnNn3P3P31B3PPP2R2RK1
36951,2r3k11p1r1pppp73p41PnNn3P3P31B3PPP2R2RK1
36952,2r3k11p1r1pppp73p41PnNn3P3P31BR2PPP5RK1
36953,2r3k11p1r1pppp2n43p41PnN4P3P31BR2PPP5RK1
36954,2r3k11p1r1pppp2n43p41PnN4P3P31BR2PPP3R2K1
36955,2rr2k11p3pppp2n43p41PnN4P3P31BR2PPP3R2K1
36956,2rr2k11p3pppp2n43p41Pn5PN2P31BR2PPP3R2K1
36957,2rr2k11p3pppp2n43p41P6PN2P31nR2PPP3R2K1
36958,2rr2k11p3pppp2n43p41P6PN2P31R3PPP3R2K1
36959,2rr2k11p3pppp73p41Pn5PN2P31R3PPP3R2K1
36960,2rr2k11p3pppp73p41Pn5PN2P3R4PPP3R2K1
36961,2rr2k15ppppp63p41Pn5PN2P3R4PPP3R2K1
36962,2rr2k15ppppp63p41Pn5PN2P3R4PPP3R1K2
36963,2rr2k16pppp3p23p41Pn5PN2P3R4PPP3R1K2
36964,2rr2k16pppp3p23p4PPn51N2P3R4PPP3R1K2
36965,2rr2k16pppp3p23pn3PP61N2P3R4PPP3R1K2
36966,2rr2k16pppp3p21P1pn3P71N2P3R4PPP3R1K2
36967,3r2k16pppp3p21P1pn3P71Nr1P3R4PPP3R1K2
36968,3r2k16pppp3p21P1pn3P2N42r1P3R4PPP3R1K2
36969,r5k16pppp3p21P1pn3P2N42r1P3R4PPP3R1K2
36970,r5k16pppp3p21P1pn3P2N42r1P3R4PPPR4K2
36971,r5k16pp1p3p2pP1pn3P2N42r1P3R4PPPR4K2
36972,r5k16pp1p3p2pP1pn3P2N42r1P3R4PPP3R1K2
36973,2r3k16pp1p3p2pP1pn3P2N42r1P3R4PPP3R1K2
36974,2r3k16pp1p3p2pP1pnN2P72r1P3R4PPP3R1K2
36975,6k12r3pp1p3p2pP1pnN2P72r1P3R4PPP3R1K2
36976,6k12r3pp1p3p2pP1RnN2P72r1P3R4PPP5K2
36977,82r2kpp1p3p2pP1RnN2P72r1P3R4PPP5K2
36978,82r2kpp1p3p2pP2nN2P72r1P3R4PPP3R1K2
36979,82r3pp1p2kp2pP2nN2P72r1P3R4PPP3R1K2
36980,82r3pp1p2kp2pP2n3P2N42r1P3R4PPP3R1K2
36981,82r2kpp1p3p2pP2n3P2N42r1P3R4PPP3R1K2
36982,82r2kpp1p3p2pP2n3P2N42r1P3R3KPPP3R4
36983,85kpp1p3p2pP2n3P1rN42r1P3R3KPPP3R4
36984,85kpp1p3p2pP2n3P1rN42r1P2PR3KPP13R4
36985,85kpp1p3p2pP2n3Pr1N42r1P2PR3KPP13R4
36986,85kpp1p3p2pP2n3Pr62r1P2PR1N1KPP13R4
36987,85kpp1p3p2pP2n3P1r52r1P2PR1N1KPP13R4
36988,85kpp1p3p2pP2n3P1r52r1P2PR1NRKPP18
36989,84k1pp1p3p2pP2n3P1r52r1P2PR1NRKPP18
36990,84k1pp1p3p2pP2n3P1rN42r1P2PR2RKPP18
36991,84k2p1p3pp1pP2n3P1rN42r1P2PR2RKPP18
36992,84k2p1p3pp1pP2n3P1rN42r1P2PR3KPP13R4
36993,83nk2p1p3pp1pP6P1rN42r1P2PR3KPP13R4
36994,83nk2p1pN2pp1pP6P1r52r1P2PR3KPP13R4
36995,4k33n3p1pN2pp1pP6P1r52r1P2PR3KPP13R4
36996,4k33n3p1pNR1pp1pP6P1r52r1P2PR3KPP18
36997,4k33n3p1pNR1pp1pP6P1r54P2PR1r1KPP18
36998,4k33n3p1pNR1pp1pP6P1r54P2P2R1KPP18
36999,4k33n3p1pNR1pp1pP6P74P2P2r1KPP18
37000,4k33n3p1pNR1pp1pP6P74PK1P2r2PP18
37001,4k33n3p1pNR1pp1pP6P74PK1Pr4PP18
37002,4k33n3p1pN1Rpp1pP6P74PK1Pr4PP18
37003,5k23n3p1pN1Rpp1pP6P74PK1Pr4PP18
37004,5k23n3p1pNR1pp1pP6P74PK1Pr4PP18
37005,5k23n3p1pN1Rpp1pP6P74P1KPr4PP18
37006,5k23n3p1pN1Rpp1pP6r74P1KP5PP18
37007,5k23nR2p1pN2pp1pP6r74P1KP5PP18
37008,5k24R2p1pN2pp1pPn5r74P1KP5PP18
37009,5k27R1pN2pp1pPn5r74P1KP5PP18
37010,5k27R1pN2pp1pP6r3n34P1KP5PP18
37011,5k27R1pN2pp1pP6r3n34P2P5PPK8
37012,5k27R1pNn1pp1pP6r74P2P5PPK8
37013,5k1R81pNn1pp1pP6r74P2P5PPK8
37014,7R5k21pNn1pp1pP6r74P2P5PPK8
37015,1R65k21pNn1pp1pP6r74P2P5PPK8
37016,1R65k21pN2pp1pP6r1n54P2P5PPK8
37017,2R55k21pN2pp1pP6r1n54P2P5PPK8
